"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor",0,0.00018,0,0.00037,0.00129,0,0.00881,0.00265,0,0.78654,0.00505,0,0,1.23154,0,0,0.15329,0,0,0.05175,0,0.00219,0,0.00894,0,0,0,0,0,0.00022,0.00308,0,0.00616,0.02762,0.00446,0,0,0,0.16569,7e-04,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus",0,0,0,0,0,0,0,0,0,0,0.26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Qingrenia",0,0,0,0,0,0,0,0,0,0,0.01766,0,0,0,0,0,0,0,0,0,0,0.00593,0,0,0,0,0,0,0.03396,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus",2.82299,10.09697,0.05494,8.18975,11.48754,5.23207,0.44125,0.20287,2.61426,0.14434,4.25431,0.36042,2.2959,2.94518,3.24132,4.2439,2.21966,4.34975,0.00816,2.20375,0.01624,9.2001,0.47433,0.35495,10.92579,2.37289,2.98785,0,5.31463,0.46149,1.05656,4.5534,1.18908,0,0,0.00186,1.74969,4.96343,4.95042,3.6079,0.53254,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium",0.04053,0.12401,0.03582,0.02763,0.06485,0.0082,0.03379,0.00582,0.05433,0.31254,0.07754,7e-04,0.18971,0.32131,0.03758,0.02054,0.79487,0.02936,0.19203,0.7376,1.14692,0.10596,0.00639,0.75991,0.15126,0.2418,0.03168,6e-05,1.09488,0.26904,0.03291,0.04929,0.06095,0.37382,0.18205,0.33683,0.0823,0.4392,0.54063,0.04846,0.00428,0.16496
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas",0.54383,0.00186,0,0.02211,0.02304,0.01826,0.33381,0.07638,0,0.3087,0.11952,0,0.08409,0.56849,0.18334,0.0928,4.40358,0.07709,0.40899,0.96088,0.17702,0.50156,0.03212,0,0.13894,0.0539,0.05762,0,0.16444,0.00509,0.06979,0.12584,0.12425,0.00981,0.01593,0.14355,0,0,0,0.8158,0.27836,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Youxingia",0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0.00801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0,0,0,0,0,0,0.00043,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Criibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07242,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456",0,0.00674,0,0.01289,0,0.02823,0,0,0,0,0.00522,0,0,0,0,0.07583,0.00181,0,0,0.00044,0,0,0,0,0,0,0,0,0.08567,0.12908,0.01087,0,0.03578,0.00737,0,0,0,0.18819,0.67067,0,0.28168,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter",0.41753,0,0,0.02328,0,0,0,0,0.3135,0.06318,0.10463,0,0.06501,0.09017,0,0.00705,0.05697,0.05896,0,0.30379,0,0,0.02168,0.018,0,0,0.0394,0,0.06394,1.02203,0.0548,0.02743,0,0.27028,0.04376,0,0.89196,0.54207,0.69107,0,0.00746,0.00418
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus",0.00053,0.00786,0,0.05874,0,0.00483,0.21872,0.00276,0.20079,2.66241,0.50418,0.00047,0.2215,0.05814,0,0.11028,1.81503,0,0.06256,0.68134,0,0.06324,0.02246,0,0.05711,0.01271,0.00061,19.26417,0.354,0.36443,0.00879,0,0.57288,0,0.00511,0.03279,0.22184,0.17219,0.5795,0,0.18023,0.10285
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia",0.12808,0.19074,1.12548,0.5464,0.26721,0.04405,0.00178,0.39293,0.2283,0.09063,0.38874,0.05235,0.15725,0.15503,0.30514,0.39209,0.46793,0.18509,0.26246,1.23452,0.10738,0.40127,2.48481,0.09121,0.16088,1.01839,0.21277,0,1.06939,0.66456,0.09311,0.02718,0.82396,0.3994,0.5391,0.00745,0.2485,0.60373,0.44089,0.52786,0.95741,0.32425
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Yeguiaceae|g__Yeguia",0.02536,0,0,0.00187,0,0,0,0,0,0,0,0,0,0,0.00281,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.0034,0.00087,0,0,0,0,0,0,0,0,0.01307,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58841,4.16992,0,3.99861,0,0,0,0,0,0,0,0,0,0,1.25742,0,0,0,1.05126,0,0,0,0,0,0,0,4.66624,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus",0,0.00668,0,0.00102,0,0,0.00179,0,0,0.58495,0,0,0.03152,0,0.02259,0,0.0657,0,0.02477,0.00618,0.02496,0,0,0,0.00986,0,0,0,0,0.00666,0,0.00105,0.09372,0,0,0,0.00724,0.03199,0.00319,0,0,0.23514
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus",0,0,0.02332,0,0,0,0,0,0.04626,0,0,0.09655,0,0.0021,0,0,0,0,0,0,0,0,0.00287,0.11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627,0,0,0,0.00957
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium",0,0,0,0,0,0,0,0,0.14478,0,0,0.03788,0,0,0,0,0,0,0,0,0,0,0,0.28133,0,0,0,0,0,0,0,0,0,0,0,0.35183,0.00774,0.01051,0,0,0,0.33373
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma",0,0,0,0,0,0,0.01206,0.02018,0,0,0,0,0,0,0.00244,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium",0,0.00844,0.00377,0.00529,0.01472,0,0.00396,0.00986,0.01894,1.28238,0.00539,0.00223,1.12159,0.06689,0.02611,0.01353,0.03788,0.00196,0.1753,0.04199,1.03176,0.07578,0.13457,0.14562,0.00216,0.06861,0.08467,0.01297,0.05715,0.07024,2e-04,0.0418,0.00112,0.03907,0.04825,1.20123,0.08075,0.05126,0.46873,0.00515,0,0.40635
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86576,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus",1.45293,1.88411,1.51833,0.90094,0.99467,1.27303,0.20277,1.29622,1.81202,0.00226,0.33616,2.63144,0.00222,1.18033,0.36034,0.05387,0.39596,0.25584,0,1.58831,0,0.30215,3.22787,0.87697,1.52444,5.27778,16.68623,0,0.07939,2.17447,0.83603,3.46788,0.17881,3.08208,2.13805,1.23465,3.25418,4.97159,0,0.78757,0.00678,2.75014
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus",0,0.01402,0,0.07144,0.00241,0.02046,0,0,0,0.01675,0.35965,0,0,4.50385,0,0,0,0,0,0,0,0.0437,0,0,0.01846,0.01864,0,0,0,0.57863,0.04209,0,0,0,0,0,0,0,0.41325,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea",0,0,0,0,0,0,0,0,0.00035,0,0.08267,0,0,0,0,0,0,0,0,0,0,0.01108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94303,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB4888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella",0,0,0,0,0,0,0,0,1.62238,0,0,2.70901,0,0,3.59357,0.88525,0,0.79224,0,0,0,0,0,0,0,0,0,0,0,3.52999,3.80239,0,8.92089,0,0,22.31666,0,0,0,0,6.6679,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania",0.02761,0.03935,0,0.0091,0.03708,0.00206,0.03242,0.03935,0.02053,0.03039,0.00145,0,0.01729,0.09921,0.03682,0.04143,0.02914,0.05669,0.1251,0.0215,0.21922,0.00317,0,0.1923,0.03137,0.0293,0,0,0.05885,0.02528,0.05524,0,0.01209,0.09281,0.09736,0.2822,0.00042,0.06007,0,0.0213,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena",0,0.02357,0,0,0.0221,0,0,0,0,0,0,0,0,0,0,0,0.05812,0,0,0.0031,0,0,0,0,0.0888,0,0,0,0,0,0,0,0,0,0,0.14793,0,0.02899,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047,0,0,0,0,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilimicrobiota",0,0.00177,0.00466,0,0,0,0,0,0,0,0.09247,0,0.00529,0.03849,0,0,0.0215,0,0,0.05074,0,0.15901,0,0.02452,0,0,0.00449,0,0,0,0,0.00469,0,0.00623,0,0.00603,0,0.022,0.10344,0,0,0.04242
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium",0,0.00885,0.00079,0,0.00043,0,0,0.00056,0.00031,0.90221,0.01673,0.01804,0.15553,0.00218,0.0073,0.01344,0.08695,0.00076,0.03172,0,0.00486,0.02229,0.0212,0.00645,0,0,0.00247,1.78499,0.01814,0.03779,0.01459,0.00132,0.27173,0,0,0.07598,0,0,0.12359,0,0.01047,0.00486
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter",0.00822,0.12265,0,0.00723,0.11206,0,0,0,0,0,0.04082,0,0,0.00705,0,0.00755,0.04815,0,0,0.04212,0,0,0,0.1055,0,0.00973,0,0,0.00505,0.20245,0.00079,0.01459,0,0.00609,0,0,0,1.58846,0.08219,0,0.08265,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29812,0.26693,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9509",0,0,0,0,0,0,0,0,0,0.00797,0,0,0,0.04332,0,0,0.17679,0,0,0.04076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26219,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__GGB9512",0,0,0,0,0,0,0,0,0,0,0,0,2.9627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78137,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus",0,0,0,0.08802,0.00693,0.00933,0,0,0.00506,0.3592,0.032,0,0.25849,0.38962,0,0,0.20007,0,0,0.05938,0,0.00484,0,0,0.02716,0.0156,0,0,0,0.04152,0.03767,0.05696,0.03092,0,0,0,0,0.00223,0,0,0.03088,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.00199,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.03668,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium",0.68695,0.06936,0,0.01452,0.04315,0.04073,0.9889,1.05625,0.75446,0.66913,0,0.00325,1.73114,0.63758,0.50526,0,0.11578,0.0156,0.01501,0.08894,0.60464,0,0,0,0,0,0,0.00035,0.03588,0.04087,0.36402,0,0.1061,0.0596,0.17892,0,0.24603,1.95079,0,0.00298,0.01308,0.02073
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas",0,0,0.0043,0.31999,0,0.06214,0,0.0052,8.96455,0.01588,0,27.32246,0,0.14486,1.32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85294,1.22161,0,9.65945,0.3255,0.04953,0.0123,0,0,0,0,8.32841,0.00696
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella",0,0,0,0.01886,0,0,0,0,0,0,0,0,0,0,0.00693,0,0,0,0,0,0,0,0,0.01197,0.00094,0,0,0,0,0,0.00889,0,0,0,0,0.00086,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas",0,0,0,0,0,0,0,0,0,0,0,0,0.16678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469,0,0,0,0.01228,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella",0,0,0,0.03057,0,0.027,0,0,0.11697,0,0,0,0,0,0.04439,0,0,0,0,0,0,0,0,0,0.12154,0,0,0,0,0.01874,0.03539,0,0.03144,0,0,0.00288,0.00353,0.00752,0,0,0.03144,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister",4.74653,0,0,3.9304,0.00157,2.34082,0.00018,0,0,0,1.42839,0,0.0508,0.03257,0,5.57199,1.3221,7.7242,0,1.01206,0,1.94238,0.74594,0,1.61957,0.0799,0.11488,1.29504,1.84945,9e-04,0,4.46991,0.06874,0,0,5.51535,0,0,2.97718,6.19674,2.47046,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera",0,0,0,0.14829,0,0.01627,0,0,0.11325,0,0,0.00128,0,0.01102,0.0868,0,0,0,0,0,0,0,0,0,0.10755,0.00163,0,0,0.0259,0.22919,0.049,0,0,0,0,0.34396,0,0,0.00628,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",0.01282,0,0.00216,0,0.02779,0.00044,3.76275,1.41275,0,0.00201,0,0.00301,0.11734,0,0,0.13669,0,0.53855,0.20877,0,0.00052,0,0.01793,0.03456,0,0,0,0,0.00587,0.01626,0,0.00135,0.08469,0,0.0015,0,0.32856,0.01419,0.69352,0.00775,0.08963,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus",0,0.0028,0,0,0,0,0,0,0.03596,0.00073,0,0,0.08256,0,0,0.00638,0,0,0.00052,0,0,0,0.00239,0,0,0,0,12.90624,0.0158,0.03539,0.00013,0,0,0,0,0,0,0,0.0504,0,0.00041,0.02548
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia",0,0.00054,0,0,0,0,0,0,0.00098,0,0,0,0.00073,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0.06428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Helcococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas",0.00141,0.04629,0,0.21535,0.00294,0,0.00017,0.00075,0.03528,5.38385,0.08199,0.00792,0.77126,0.06991,0,0.25853,1.77556,0,0.57215,0.02492,0,0.04668,0.02972,0.00265,0.00177,0,0.00396,13.46018,0.33051,0.76266,0.00665,0,0.7281,0.00398,0.01724,0.04605,0.27283,0.29491,0.22533,0.00146,0.1964,0.34447
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus",0,0,0,0,0,0,0,0,0.00011,0,0,0,0.00033,0,0,0,0.01569,0,0,0,0,0,0,0,0,0,0,0.03779,0.00346,0.00015,0.00586,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Urinicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Ezakiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0,0,0,0,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium",0,0.02217,0,0.01003,0,0,0,0,0.04001,22.19627,0.00085,0.00918,0.11009,0.02175,0,0.00169,0.05209,0,0.01032,0.05555,0,0.00591,0,0.03053,0,0,0,1.22028,0.33749,0.01019,0,0,0.08172,0.09291,0,0,0.00472,0.00287,0.03018,0,0.00495,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB4386",0,0,0,0,0,0,0,0.00187,6.01556,0,0,1.26783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Lentisphaerae|c__CFGB2345|o__OFGB2345|f__FGB2345|g__GGB6470",0,0,0,0,0,0,0,0,0,0.02151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0.0045,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB6649",0.00297,0,0,0.00068,0,0,0,0,0,0.00467,0,0,0,0.00093,0.01658,0,0.01394,0,0,0.0125,0,0,0,0.0201,0,0,0,0,0,0,0.02142,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989,0,0,0,0,0,0,0,0,0,0.00297,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella",0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0.00077,0,0.04215,0,0.20145,0,0,0,0.04011,0,0,0,0,0,0,0.01181,0.06215,0.00885,0,0,0.00436,0,0.00052,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella",0.00676,0,0,0.00966,0,0.00179,0.42582,0.09434,0.04671,0.0101,0.01255,0.00166,0.44928,0.00885,0.00502,0.06357,0.14551,0.00466,0.00187,0.09449,0.00842,0.03042,0,0,0.02576,0.00693,0,0.12176,0,0,0.05438,0.00033,0.04515,0.01612,0.0286,0,0.00144,0,0,0.1535,0.017,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Microvirgula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria",0.00149,0,0,0,0,0,0,0.03296,0,0,0,0,0,0,0,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06682,0
"k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6613",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila",0.02355,0.00521,0.01341,0.02193,0.05623,0.00334,0.01491,0.20122,0.01969,0.79869,0,0.05399,0.27883,0.07947,0.04183,0,0.16253,0.04022,0,0.08274,0,0.00448,0,0.56999,0.02564,0.00768,0,0.70494,0.00908,0.0527,0.08267,0,0.00078,0.04601,0.00067,0.02292,0,0.13763,0.00178,0.03464,0.01441,0.04659
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",0.08584,0,0,0,0,0,0,0,0.04553,0.00651,0.0275,0.01917,0.49055,0.00924,0.09435,0,0.1576,0,0,0.04489,0,0.16217,0,0,0,0.01129,0,0.00204,0.04267,0.14312,0.02298,0,0.03632,0.21161,0.21922,0.55739,0,0,0,0.2099,0,0.24505
