"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14321|t__SGB14321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6231,0,0.06937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07113,0,0,0,0,0.48319,0
"k__Bacteria|p__Actinobacteria|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322|t__SGB14322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0.23193,0,1.3622,0,0,0,1.53234,0.2605,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14764|t__SGB14764_group",0,0,0,0.25977,0,0.22663,0,0,0,0,0,0,0,0,0,1.10688,0,0.0605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24119,0
"k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770|t__SGB14770",0,0,0,0,0,0,0,0,0,0.06058,0,0,0,2.85849,0.01901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279,0.00123,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB77156|o__OFGB77156|f__FGB77156|g__GGB9421|s__GGB9421_SGB14789|t__SGB14789",0,0,0,0.0731,0,0.00969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9359|s__GGB9359_SGB14334|t__SGB14334",0,0,0,0,0,0,0,0,0,0.05941,0,0,0,2.06006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23515,0.29823,0.02087,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9361|s__GGB9361_SGB14336|t__SGB14336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12455,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9364|s__GGB9364_SGB14339|t__SGB14339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18435,0,0,0.60041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae|t__SGB988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB964",0,0,0,0,0,0,0,0,0,0,0,0.00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB966",0,0,0.00607,0,0,0,9e-04,0,0.00271,0,0,0.03245,0,0,0.00893,0.00035,0,0.00137,0.00278,0,0.00126,0,0.0045,0.00649,0,0,0,0,0,0.02413,0.00963,0,0.00831,0,0,0.00413,0,0,0.00097,0,0.0264,0.01186
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_rimae|t__SGB985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0.00027,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_phocaeensis|t__SGB14384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa|t__SGB14387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,0,0.00048,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_sp_oral_taxon_807|t__SGB14348",0,0,0.00089,0,0.00189,0,0,0,0,0,0,0,0,0.00209,0,0,0,0,0.00237,0.00083,0.00816,0.00059,0.00527,0.00855,0,0.00039,0.00013,0,0,0.00654,0.00111,0,0.0024,0,0.00026,0,0,0,0,0,0.00237,0.00239
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli|t__SGB14386",0,0,0,0,0,0,0,0,0,0,0,0,0.00029,0,0,0,0,0,0,0.00379,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0,0,0,0,0.00224,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_urininfantis|t__SGB33581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03386,0,0,0,0,0,0.01306,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Paratractidigestivibacter|s__Paratractidigestivibacter_faecalis|t__SGB14370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38624,0.23383,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter_provencensis|t__SGB14367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67014,0,0,0.12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14483",3.30935,0,2.05554,0,0.00181,0.00896,1.4369,3.07069,1.71828,0.24736,0,0.55866,0,0.34542,0.468,1.01228,0.96866,0.71721,0.0364,0.98617,0.8905,0,0,5.11654,4.48896,9.42522,0,0.04085,1.44557,4.2268,0.27488,0,0.5265,0.2576,0.06081,0.58425,0.55047,0.18914,0.40901,3.41959,0,2.41094
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens|t__SGB14535",0,0,0,0,0,0,0,0,0,0,5.78708,0,0.5769,0,0,0,0,0,0,0,0,3.24925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_bouchesdurhonensis|t__SGB14397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53746,0.6371,0,0.66632,0,0,1.64981,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis|t__SGB14741",0,0,0,0,0,0,0,0.00059,3.70343,0,0,3.58512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14754|t__SGB14754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175,0.01013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp_AF08_23|t__SGB14739",0,0,0,0,0,0,0,0,0.07021,0,0,0.01328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB14737",0,0,0,0,0,0,0,0,0.01818,0,0,0.02599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01301,0.04536,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_burkinafasonensis|t__SGB86218",0,0,0,0,0,0,0,0,0.00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB51959|s__GGB51959_SGB72479|t__SGB72479",0,0,0,0.02154,0,0.01858,0,0,0,0,0,0,0.00174,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03991,0.04424,0.03493,0,0.03803,0,0,0.1578,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia|t__SGB14824_group",0,0,0,0.35904,0,0.87104,0,0,0.02942,0,0,0.02476,0.23094,0,0.38751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04516,0,0,0.50417,0,0,0.35993,0,0.64739,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_faecalis|t__SGB14822",0.34093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69237,0,0,0,0,0,0,1.89256,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Senegalimassilia|s__Senegalimassilia_SGB14826|t__SGB14826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14797",0,0,0,0.05518,0,0.13552,0,0,0.00483,0,0.14619,0,0,0.06295,0,0,0.3157,0,0,0.62071,0,0.11124,0,0,0,0,0,0,0.00475,0.43329,0.26747,0,0.00964,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14798",0.02082,2.43656,0,0.02653,0.96369,0.0653,0.42915,0.05933,0.02276,0.00213,0,0.00041,0.03961,0.34295,0,0.92734,0,0.38556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,0,0,0,0.17073,0,0,0,0.01088,0.09969,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Cryptobacterium|s__Cryptobacterium_curtum|t__SGB962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0.00924,0,0,0,0,0,0,0,0,0,0,0.00046,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta|t__SGB14809",0.3345,0.16575,0.40266,0.00709,0.19615,0.01819,0.13037,0.09369,0.0053,0.22648,0.10207,0.0011,0.12561,0.07454,0.01537,0.0326,0.43483,0.02462,0.51623,0.46509,0.52305,0.25913,0.10071,0.448,0.10818,0.54955,1.14048,0.21691,0.07165,0.13148,0.08578,0.49339,0.0036,2.45185,1.20772,0.00062,0.43906,0.26331,0,1.52973,0.01438,3.2179
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sinensis|t__SGB14810",0,0,0,0,0,0,0.01303,0.00028,0,0,0.17088,0,0,0,0,0,0,0,0,0,0,0.14521,0,0,0,0,0,0,0,0.00432,0.00317,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_YY7918|t__SGB14811",0,0,0,0,0,0,0,0,0,0,0.0263,0,0,0,0,0,0,0,0,0,0,0.01082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens|t__SGB14816_group",0,0,0,0,0,0,0,0,0.00873,0,0,0.00885,0,0,0.08243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17269,0.29255,0.21283,0,0,0,0,0.05363,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101",0.01502,0.09414,0,0.00792,0.04358,0.00635,0,0,0,0,0,0,0,0.03512,0.03596,0.04875,0.13727,0.00335,0,0.09443,0,0,0,0,0,0,0,0,0.05423,0.14089,0.02832,0,0,0,0,0,0,0,0,0.0428,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14341|t__SGB14341",0,0,0,0.25645,0,0.46078,0,0,0,0,0,0,0.05761,0.4594,0.00099,0,0.08671,0,0,0.07674,0,0,0,0,0.13442,0.28788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9365|s__GGB9365_SGB14342|t__SGB14342",1.25277,0,0,0,0,4e-04,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96896,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9424|s__GGB9424_SGB14794|t__SGB14794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02425,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9425|s__GGB9425_SGB14795|t__SGB14795",0,0,0,0,0,0,0,0,0,0,0.63874,0,0,0,0,0,0,0,0,0,0,0.4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB9434|s__GGB9434_SGB14812|t__SGB14812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25633,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__SGB14807",0.02592,0,0.04775,0.00696,0,0.03212,0.01306,0.00164,0,0.02762,0,0,0.07656,0.07051,0.00413,0,0.01838,0,0,0.02658,0,0,0,0.02403,0.07568,0.14696,0,0,0.03003,0.00257,0,0,0,0.13808,0.06586,0,0,0,0.08555,0.02857,0.00704,0.36776
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_Marseille_P4307|t__SGB14790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens|t__SGB14808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15578,0,0.05613,0,0,0,0,0,0,0,0,0,0,0.10035,0,0,0,0,0,0,0,0.00885,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella|s__Paraeggerthella_hongkongensis|t__SGB14804",0,0,0,0,0,0,0,0,0,0,0,0,0.00673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis|t__SGB33551",0.01599,0,0,0.01294,0,0.0209,0,0,0,0,0,0,0,0,0.00734,0,0.02669,0,0,0.05268,0,0,0,0,0.00101,0.00893,0,0,0,0,0,0.0328,0,0,0,0,0,0,0,0.05068,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis|t__SGB33550",0,0,0,0.01215,0,0.01026,0,0,0.003,0.07633,0.0036,0,0,0.2272,0.02813,0,0.09135,0,0,0.11665,0,0.17474,0,0,0.02338,0.11755,0,0,0.00617,0.08829,0.03093,0,0.01888,0,0,0.01159,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua|t__SGB14784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179,0.21438,0.01964,0.00453,0,0,0.02284,0,0,0,0,0,0.00064,0,0.00075,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens|t__SGB14773",0,1.3768,0,0.34081,0.31428,0.33557,0,0,0,0.03695,0,0,0,0.93231,0.12016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22815,0.37206,0.10635,0,0,0,0,0,0,0,0.06766,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_SGB14780|t__SGB14780",0,0,0,0,0,0,0,0,0.14251,0,0,0.19532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_210917_DFI_7_65|t__SGB14999",0.01012,0.00102,0,0.00839,0.00638,0.00464,0.03573,0.03314,0.02122,0.00788,0.00924,0,0,0.00774,0.00865,0,0,0,0.02315,0,0.0666,0.0074,0,0.01142,0,0,0,0,0.03187,0,0.00543,0.00104,0,0.00219,0.03111,0,0.01361,0.01642,0,0.03221,0,0
"k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_OL_1|t__SGB14389",0,0,0,0.00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_bouchesdurhonensis|t__SGB3321",0.00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01447,0.00026,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877",0,0.03973,0,0.03683,0.2124,0.00784,2.1631,0.04005,0.01182,0.25351,0,0.00155,0,1.10293,0.00102,0.01148,0.51905,0,0.10908,0.04229,0.05183,0.00183,0.00116,0,0.07212,0.25655,0.1233,0,0,0.01681,0.07095,0,0.00604,0.22147,0.18666,0,0,0,0.03604,0.00513,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__SGB1842",0,0,0,0,0,0,0.00894,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__SGB1844",0.00859,0.0039,0,0.00931,0.00666,0.00271,0,0,0,0.2939,0.00179,0,0.87851,0.0357,0.01466,0,0.11856,0,0,0.04967,0,0,0,0.03521,0.01933,0.0096,0,0,0.83731,0.00075,0,0,0,0,0,0,0,0,0.00533,0.00798,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__SGB1832",0,0.00517,0,0,0.01986,0,0,0,0,0.01319,0,0,0,0.01477,0.03112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665,0.00859,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cutis|t__SGB1827",0,0,0,0.00052,0,0,0,0,0,0,0.01145,0,0,0,0.02712,0,0,0,0,0,0,0,0,0,0.00145,0.00448,0,0,0,0.00167,0.01147,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii|t__SGB1829",0,0,0,0,0,0,0,0,0,0.45469,0,0,2.65643,0.04617,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__SGB1860",0,0.01558,0,0,0.04324,0,0,0,0,0.00783,0,0,0,0.03566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__SGB1862",0,0.00152,0,0,0.00297,0,0,0,0.00018,0.00091,0,0,0,0.01558,0.00047,0.02956,0,0.00978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0,0.12524,0.20268,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855",0,0.02229,0,0.13586,0.06485,0.0149,0,0,0.00165,9.25138,0,0,3.30144,0.00289,0.04963,0.00479,0.53344,0,0,0.11997,0,0,0.01014,4.35372,0,0,0,32.22169,0.26544,0.02639,0.02162,0,0.04111,0,0,0,0.04464,0.0988,0.32963,0,0.00229,0.028
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__SGB1845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09649,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__SGB1846",0.04902,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04971,0,0,0,0,0,0,0,0,0,0,0.02358,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii|t__SGB1858",0.00037,0,0,0,0,0,0.01585,0.0107,0.0032,2.6416,0,0,0.49715,0.00174,0,0.00036,0.01289,0,0,0.00372,0.0033,0,0,0,0.00704,0.00132,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0.01597,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__SGB1871",0.36313,0.04193,0,0.03016,0.14888,0.01218,0.28674,0.07635,0.00306,0.72684,0.0074,0.00984,1.59678,0.01724,0.02711,0.04636,0.08585,0.00928,0.11298,0.02752,0.03292,0.00185,0,0.792,0.14696,0.00842,0.00576,0.08,0.04928,0.00141,0.25988,0,0.02093,0.46249,0.27596,0.00181,0.01308,0.87674,0.03557,0.01117,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_propionicigenes|t__SGB1831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127,0,0.02504,0,0,0,0,0,0,0,0,0,0,0,0.00598,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__SGB1857",0,0,0,0.00166,0,0,0,0,0,0.23145,0,0,0,0.13756,0,0,0.16595,0,0,0.05084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01194,0.1201,0,0,0,0
